380 0
1000 0.04 0.04
7.2388 7.2388 7.2388
2.1272 2.66789 3.60142 -0.0114505 -0.0336791 -0.0495164 -0.0449743 0.414827 0.908788
3.32954 5.98286 0.557038 -0.0765107 0.0188705 0.0508524 0.851608 -0.0971609 -0.515096
5.54656 0.529924 6.92147 -0.00701798 -0.0588223 0.00838763 -0.563743 -0.415204 -0.714002
5.64609 6.23244 4.37937 0.0613702 -0.0374143 0.0480255 -0.87121 0.387033 -0.301991
2.30023 3.19254 5.80469 0.000636247 -0.0103416 -0.000824716 -0.515602 0.729017 -0.45021
6.09004 3.09138 5.2673 -0.00321273 0.0475744 -0.00994579 0.230847 0.0414824 -0.972105
2.48892 1.67471 6.24086 0.00569818 0.0266438 -0.0715269 0.685042 0.519517 -0.510705
5.81445 0.266969 5.71066 -0.0468135 0.0121904 0.0643274 -0.56693 0.692463 -0.446191
3.79999 3.71316 6.41243 -0.0554353 0.0441789 0.0785757 0.677538 0.735136 0.0227438
0.238793 1.88586 3.28727 0.00331124 -0.0832884 0.0225424 -0.0162488 -0.857866 0.513616
6.01164 3.47201 3.06298 0.12414 0.0156082 0.00261491 0.847782 0.528785 0.0406406
3.48283 6.05005 1.39179 -0.0409156 -0.0234225 -0.0295006 -0.834718 -0.055772 0.547846
3.6522 4.71229 1.43284 0.0474629 -0.0172449 0.0446533 0.794399 -0.0714923 -0.603174
4.99077 6.18888 1.21198 0.0222473 -0.103957 0.046674 -0.922139 -0.0135029 0.386622
4.04209 1.76555 5.50248 0.0577363 -0.00793199 -0.0767363 -0.241733 0.171455 0.955075
6.72524 1.52692 1.11314 -0.0264716 0.0449084 0.012342 -0.889976 0.451496 -0.0639884
6.34939 3.24904 2.40161 0.0625306 -0.0222382 -0.016977 -0.796272 0.434949 -0.42044
4.99988 3.3469 5.77603 0.0160112 0.0209473 -0.0268038 -0.786352 -0.611485 0.0879579
1.479 5.89689 6.63371 -0.0128373 -0.0486382 -0.0521666 0.732873 0.679305 -0.0379739
1.31495 6.08082 2.57565 -0.018182 -0.012891 0.0693405 -0.631699 0.592017 0.500471
4.09215 3.35639 5.71624 0.00735252 -0.021752 0.0994785 -0.328538 -0.609117 0.72183
0.33718 5.7039 4.9251 0.105061 0.187752 0.121546 -0.0998105 0.837271 0.537601
3.21245 2.41868 3.68602 -0.0490372 -0.014327 0.0208877 0.376933 -0.507508 0.774827
5.85473 2.46601 2.86842 0.0616691 -0.061461 0.011313 -0.103359 0.753786 -0.64894
6.52506 0.678314 3.17894 0.0593474 -0.0994691 -0.0124535 0.642367 -0.755803 -0.126988
3.22322 7.18409 3.89746 0.0389534 -0.0410107 0.0233666 0.763562 -0.238423 0.600106
5.10179 0.123271 5.40331 0.0048909 -0.02583 -0.0472739 -0.122093 0.573836 -0.809818
2.95673 5.13737 5.81574 -0.0434179 0.0310563 0.0597451 -0.825488 0.272369 0.494352
4.46415 4.4514 2.72953 -0.0213652 -0.0662967 -0.012636 0.405483 -0.182223 -0.895756
6.29318 6.81093 2.00074 -0.00472533 -0.0224705 -0.0615785 -0.768807 0.536354 -0.348225
6.70663 3.75869 1.62413 0.0312259 0.0185902 0.143734 0.986455 -0.0938243 -0.134549
6.42628 1.25579 0.465324 -0.0558626 -0.0303923 0.0761147 -0.930235 0.349821 0.110849
0.164956 1.81887 2.42982 -0.00544629 0.0085172 -0.0163342 -0.375574 0.881929 -0.284861
3.39253 6.03898 4.13462 0.032831 -0.0390287 -0.00601464 0.293646 -0.866133 -0.404458
1.82371 4.60796 0.533716 0.00584986 -0.0461792 -0.0629057 -0.986393 -0.0469818 0.15755
1.58634 2.38916 2.42544 -0.000698986 -0.0561145 -0.0851958 0.372784 0.748788 0.54804
0.2442 2.82289 5.356 0.0553709 0.00517179 0.0167024 0.159929 0.969407 -0.186204
0.750598 4.73909 2.12564 -0.0438091 -0.0742781 -0.0995369 -0.853957 -0.445305 -0.269185
4.1306 0.509142 0.956706 0.039022 0.0758456 -0.0434737 0.169562 -0.433567 0.885025
5.80845 2.39946 7.15353 -0.0199674 -0.103806 0.118619 0.343492 0.419703 -0.840156
1.91807 4.80773 6.13609 0.0727375 0.0229701 -0.0336436 0.766289 0.125165 -0.630186
4.37642 1.53074 2.99309 -0.0538114 0.0258031 -0.0276416 0.41904 0.597986 -0.683241
6.71276 5.26914 1.26502 0.0194732 0.00977696 0.0593966 0.678786 0.601819 0.42079
6.57383 3.3181 6.27055 -0.0383223 0.0465425 0.0575072 0.215202 0.395042 -0.893101
4.03631 6.79444 3.13841 -0.061599 0.0604187 0.0592673 -0.652989 0.717629 0.242104
2.59669 4.94798 5.01397 -0.0225363 -0.213817 0.0583977 -0.191976 0.919236 -0.343731
2.42473 7.05545 4.18548 -0.00157906 -0.0771761 -0.0305358 0.402101 -0.773966 -0.489173
3.96349 0.698457 6.4741 0.0236572 0.0225467 0.0084819 -0.674907 -0.0374442 -0.736952
5.68353 6.49626 2.55977 0.0437396 -0.00850858 -0.0557015 0.164292 0.889448 -0.426485
6.49284 2.68208 0.488405 0.0196131 0.0257341 -0.0138738 -0.635977 -0.665719 0.390323
5.14718 6.94743 3.84537 -0.011299 0.0537893 0.103203 0.760644 -0.220318 0.61064
5.11857 6.87699 6.92951 -0.0387149 0.00903147 0.017349 -0.802807 -0.208108 0.558741
7.13579 3.57989 3.11926 0.089295 0.0606199 -0.124146 0.607912 0.494303 -0.621375
4.24611 2.50759 2.77523 -0.0694053 0.0244101 -0.0124428 -0.929694 0.1008 -0.354272
2.24497 0.429146 2.04597 0.0367202 0.0338182 0.0201125 0.448509 -0.891826 -0.0590481
0.626333 4.25028 3.98017 -0.0340066 0.00342395 -0.0810117 0.677405 -0.237978 0.696052
0.157751 3.62096 4.59865 0.0273006 0.0468552 -0.0222752 0.17499 -0.954771 0.240396
1.26762 5.59252 4.58688 0.0828978 0.0532067 0.0581725 0.157256 0.959387 0.234195
3.90609 6.81505 5.16251 0.00983846 -0.0949913 0.1387 0.429159 -0.816464 0.386276
0.942636 0.254989 1.99859 -0.0342307 -0.0193471 0.0184058 0.453709 -0.412468 -0.789948
7.19895 1.91467 6.7137 0.0275668 0.0648954 -0.0674169 -0.721138 -0.575475 0.385732
2.87918 2.05598 6.86401 -0.0212371 -0.0917991 0.00447351 -0.544916 -0.29293 0.785658
0.66968 3.72834 0.146327 -0.0350534 0.0446886 -0.0623442 0.549745 0.481192 0.682813
3.63955 2.71677 1.46877 0.0923183 0.00207721 -0.0323909 -0.0647981 -0.546039 0.83525
6.36125 0.541037 4.22561 -0.0775669 0.10003 -0.0279753 0.647808 0.0513435 0.760071
2.85229 2.89165 1.39243 0.0488644 -0.0394811 0.0643825 0.389444 0.838946 -0.380135
5.38013 2.53216 4.49209 -0.0139379 0.0644722 -0.0371989 -0.966516 0.0612458 -0.249192
2.8776 5.20123 0.866869 0.00153442 -0.0491721 -0.0307701 -0.216662 -0.160783 0.962916
6.00388 2.30072 5.49176 0.0259335 0.0380051 -0.0140129 0.892196 0.385821 -0.234796
4.68688 6.61572 5.44058 -0.00235243 0.021056 -0.0653834 -0.457246 0.848963 -0.264929
5.6415 4.50682 1.78012 -0.0576291 -0.0730731 0.0924491 0.666126 0.719096 0.197934
2.24499 2.90184 0.674403 0.0531791 -0.0331932 0.0262318 0.567673 0.665666 0.484392
3.00938 7.11236 5.39667 0.0125329 0.0218917 0.00765705 0.406235 -0.685201 -0.604543
1.32856 5.00816 1.34661 -0.0880965 -0.0234633 -0.0060545 -0.902215 -0.283628 0.324904
1.48553 2.33608 5.00777 -0.076616 -0.00130345 -0.106172 -0.250471 -0.684402 0.684733
2.04297 1.92825 7.03565 0.0154284 -0.0161771 -0.0137588 -0.229549 -0.80263 0.550539
2.46747 4.48114 3.85121 -0.0653095 -0.0469198 -0.036918 -0.633269 -0.470394 -0.614573
3.35747 2.17232 2.7743 0.0291894 -0.0519297 0.0583601 -0.661651 0.288806 -0.691961
1.38987 7.21821 4.84747 0.0252113 -0.0412107 0.0422958 0.257048 -0.863018 0.434886
1.26754 5.32591 5.81894 -0.119263 0.0219303 0.0309079 0.966054 -0.181511 -0.183832
3.78763 1.46404 4.0221 0.0912949 -0.0581347 -0.00753234 0.788562 -0.264318 0.555253
1.43091 6.21196 5.93126 0.00906939 -0.0110369 0.025995 -0.789772 -0.46158 0.403985
3.18838 0.0544071 2.91095 -0.0157244 0.0703171 -0.0386978 -0.0498838 -0.878748 0.474673
0.453029 6.96067 2.01882 0.00661688 -0.0330441 -0.0196337 0.316809 0.219778 -0.922675
7.07686 4.8696 2.01789 -0.0440414 -0.0207867 0.0287145 0.84831 0.421764 0.320133
6.00614 5.4659 1.64491 0.00597922 -0.0724183 0.0264021 -0.733512 -0.654228 -0.184245
0.650032 0.842345 5.47938 0.0104337 0.114102 -0.00588497 0.947229 -0.146603 0.285069
6.29453 7.12864 4.52831 -0.069006 0.0477222 -0.0995741 -0.696621 0.0150559 -0.717282
5.68541 6.00784 6.30188 0.000126318 -0.0112069 -0.0134859 -0.0669628 -0.756963 0.650017
1.14094 1.24741 2.40318 0.0325536 -0.0158983 -0.0832662 -0.0979188 0.314356 0.944242
5.12153 5.42896 1.03333 -0.0148118 -0.0661383 0.0585518 0.9815 -0.00714063 -0.191327
